order_date,pages_visited,order_id,customer_id,tshirt_category,tshirt_price,tshirt_quantity
2016/09/18,10,HTS-0003,177874,White T-Shirt M,20.0,2
2014/08/26,18,HTS-0001,445020,White T-Shirt F,18.0,1
2013/09/03,10,HTS-0001,299477,Wh Tshirt F,18.0,2
2015/01/03,13,HTS-0001,592191,Tennis Shirt,24.0,3
2013/11/12,15,HTS-0001,308223,Wh Tshirt M,20.0,1
2016/03/06,9,HTS-0005,302657,White T-Shirt M,20.0,1
2016/12/08,5,HTS-0005,050691,Black T-Shirt F,17.5,2
2015/01/21,7,HTS-0003,491681,Black T-Shirt M,19.0,4
2015/05/25,13,HTS-0001,232357,White T-Shirt F,18.0,21
2016/05/08,15,HTS-0001,mhpe8r,Hoodie,23.0,1
2014/04/12,10,HTS-0002,677769,Hoodie,23.0,1
2015/09/11,12,HTS-0001,0cmt0r,Tennis Shirt,24.0,1
2015/09/03,13,HTS-0004,387302,Hoodie,23.0,22
2014/10/17,7,HTS-0001,596906,White T-Shirt M,20.0,7
2014/07/11,8,HTS-0001,545811,Hoodie,23.0,1
2014/08/12,11,HTS-0001,183582,White T-Shirt M,20.0,3
2015/01/03,12,HTS-0001,493012,Hoodie,23.0,1
2016/04/14,10,HTS-0001,349805,Black T-Shirt F,17.5,1
2015/08/01,9,HTS-0001,zju5e2,White T-Shirt M,20.0,2
2013/09/13,16,HTS-0001,062632,Wh Tshirt F,18.0,2
2013/11/16,15,HTS-0001,698375,Bl Tshirt M,19.0,1
2015/01/03,8,HTS-0001,379298,Black T-Shirt M,19.0,11
2015/11/13,17,HTS-0001,w88u4a,Black T-Shirt F,17.5,1
2014/10/11,6,HTS-0001,536389,Tennis Shirt,24.0,5
2016/08/24,12,HTS-0001,m9yhzy,Hoodie,23.0,1
2016/06/11,14,HTS-0002,6raayn,White T-Shirt M,20.0,19
2015/06/18,9,HTS-0001,u3ds9h,Black T-Shirt M,19.0,1
2015/06/11,9,HTS-0003,930967,Black T-Shirt M,19.0,3
2013/08/03,11,HTS-0001,180833,Bl Tshirt M,19.0,1
2013/09/29,17,HTS-0001,132527,Tennis Shirt,24.0,3
2014/12/04,13,HTS-0003,920998,White T-Shirt F,18.0,3
2015/05/10,11,HTS-0002,326085,Black T-Shirt M,19.0,1
2015/08/21,11,HTS-0003,367420,White T-Shirt M,20.0,1
2014/04/21,13,HTS-0002,524501,Black T-Shirt F,17.5,5
2016/02/22,12,HTS-0002,ytoh9i,Black T-Shirt M,19.0,2
2014/10/01,10,HTS-0001,057934,Black T-Shirt F,17.5,1
2015/06/16,12,HTS-0001,241850,Black T-Shirt F,17.5,1
2015/06/28,10,HTS-0003,283301,Black T-Shirt M,19.0,4
2014/06/18,8,HTS-0002,961324,White T-Shirt F,18.0,1
2016/08/11,10,HTS-0002,qzs1a0,White T-Shirt M,20.0,2
2015/06/12,9,HTS-0003,071527,White T-Shirt M,20.0,1
2016/11/25,9,HTS-0003,314488,White T-Shirt M,20.0,1
2016/12/21,11,HTS-0004,411444,Hoodie,23.0,2
2015/05/07,13,HTS-0002,206336,Hoodie,23.0,1
2014/10/19,17,HTS-0003,521473,Hoodie,23.0,3
2013/09/08,15,HTS-0001,550969,Hoodie,23.0,3
2016/01/19,15,HTS-0001,159318,Tennis Shirt,24.0,1
2016/07/14,12,HTS-0002,523850,Black T-Shirt M,19.0,1
2016/09/02,13,HTS-0003,1mxebn,White T-Shirt M,20.0,3
2015/09/13,11,HTS-0001,548997,White T-Shirt M,20.0,1
2016/04/28,14,HTS-0001,326897,White T-Shirt M,20.0,1
2014/06/17,8,HTS-0002,214827,Black T-Shirt M,19.0,15
2016/05/04,13,HTS-0003,982534,Hoodie,23.0,4
2014/09/21,13,HTS-0003,726113,Black T-Shirt M,19.0,3
2014/09/16,9,HTS-0002,521607,Tennis Shirt,24.0,3
2013/10/16,11,HTS-0001,213893,Wh Tshirt M,20.0,3
2016/12/22,13,HTS-0002,vpf9uk,Black T-Shirt F,17.5,1
2016/01/26,15,HTS-0004,866158,White T-Shirt F,18.0,1
2016/06/25,9,HTS-0001,wlj4zo,Black T-Shirt F,17.5,1
2017/01/18,17,HTS-0001,wetelm,Hoodie,23.0,1
2015/09/06,9,HTS-0001,l4kwfd,Black T-Shirt M,19.0,2
2015/04/19,14,HTS-0002,331102,White T-Shirt F,18.0,2
2016/11/13,11,HTS-0003,453se5,Tennis Shirt,24.0,2
2015/12/04,6,HTS-0003,531067,White T-Shirt M,20.0,2
2015/03/18,13,HTS-0003,966170,White T-Shirt F,18.0,2
2016/12/30,5,HTS-0004,384567,Tennis Shirt,24.0,2
2015/12/23,12,HTS-0001,hx2g8e,Black T-Shirt M,19.0,1
2013/09/15,19,HTS-0001,394023,Bl Tshirt F,17.5,2
2016/06/25,4,HTS-0004,081635,White T-Shirt F,18.0,1
2015/03/27,4,HTS-0005,599323,Hoodie,23.0,2
2013/10/31,13,HTS-0001,902889,Bl Tshirt M,19.0,6
2013/04/30,16,HTS-0001,632127,Bl Tshirt M,19.0,3
2016/01/04,7,HTS-0009,632127,Tennis Shirt,24.0,4
2016/09/28,15,HTS-0003,407711,Hoodie,23.0,4
2016/08/24,13,HTS-0003,537946,White T-Shirt M,20.0,1
2016/09/15,13,HTS-0001,li3n4m,Black T-Shirt M,19.0,2
2016/09/13,16,HTS-0001,9jqp36,White T-Shirt M,20.0,2
2015/08/10,18,HTS-0002,525799,White T-Shirt F,18.0,1
2016/03/10,4,HTS-0004,106130,Black T-Shirt M,19.0,4
2015/12/29,9,HTS-0001,0i5btb,White T-Shirt M,20.0,5
2017/02/23,7,HTS-0004,992527,Black T-Shirt M,19.0,3
2015/12/18,11,HTS-0003,356055,Black T-Shirt F,17.5,2
2016/12/23,5,HTS-0005,979204,Black T-Shirt M,19.0,1
2016/11/17,13,HTS-0001,7jjpdz,Black T-Shirt F,17.5,1
2016/07/03,8,HTS-0002,087496,Black T-Shirt F,17.5,1
2013/10/28,5,HTS-0001,497513,Hoodie,23.0,2
2013/05/20,8,HTS-0001,950731,Bl Tshirt M,19.0,1
2013/10/25,22,HTS-0001,167799,Bl Tshirt F,17.5,6
2014/08/11,13,HTS-0001,057589,White T-Shirt M,20.0,1
2015/10/04,7,HTS-0005,290708,Black T-Shirt F,17.5,4
2014/01/18,16,HTS-0001,845480,Black T-Shirt M,19.0,1
2016/04/24,7,HTS-0001,fe2mui,Black T-Shirt F,17.5,1
2015/04/09,10,HTS-0001,829160,White T-Shirt M,20.0,1
2017/03/24,9,HTS-0002,ftarro,Black T-Shirt F,17.5,1
2015/11/14,11,HTS-0003,133468,Black T-Shirt M,19.0,1
2016/05/31,7,HTS-0006,090266,White T-Shirt F,18.0,2
2014/09/04,13,HTS-0002,550830,White T-Shirt M,20.0,4
2013/10/06,12,HTS-0001,235362,Wh Tshirt F,18.0,1
2014/11/04,11,HTS-0001,077482,White T-Shirt M,20.0,1
2016/01/31,17,HTS-0001,169847,White T-Shirt F,18.0,1
2014/07/03,11,HTS-0002,365292,White T-Shirt M,20.0,3
2014/07/27,14,HTS-0001,424053,Black T-Shirt F,17.5,2
2017/04/08,12,HTS-0003,770772,Hoodie,23.0,7
2016/05/27,9,HTS-0004,035048,White T-Shirt M,20.0,1
2015/08/17,15,HTS-0001,vf09er,White T-Shirt M,20.0,2
2017/03/11,11,HTS-0003,480462,Black T-Shirt F,17.5,1
2016/07/31,13,HTS-0004,942902,White T-Shirt M,20.0,1
2016/08/26,9,HTS-0001,3ohfyg,Black T-Shirt M,19.0,1
2014/09/27,9,HTS-0001,535751,Black T-Shirt F,17.5,15
2016/02/16,10,HTS-0003,995123,Hoodie,23.0,1
2015/10/31,9,HTS-0001,3z4kwn,Black T-Shirt M,19.0,1
2015/03/19,9,HTS-0007,409679,Hoodie,23.0,4
2016/02/21,9,HTS-0002,191589,Hoodie,23.0,3
2017/03/13,8,HTS-0007,251794,Tennis Shirt,24.0,2
2015/08/06,16,HTS-0001,l9r3sp,White T-Shirt M,20.0,1
2017/02/01,8,HTS-0004,572473,Hoodie,23.0,1
2014/10/07,13,HTS-0001,441090,White T-Shirt M,20.0,4
2015/09/23,6,HTS-0003,317454,Black T-Shirt F,17.5,3
2014/11/11,14,HTS-0001,256152,Black T-Shirt F,17.5,1
2016/07/24,13,HTS-0002,761333,White T-Shirt M,20.0,18
2015/08/20,11,HTS-0002,867397,Black T-Shirt M,19.0,17
2015/12/16,10,HTS-0004,029352,White T-Shirt F,18.0,2
2016/11/03,9,HTS-0001,n052yh,White T-Shirt F,18.0,1
2014/12/13,13,HTS-0002,963450,Black T-Shirt M,19.0,1
2016/02/02,9,HTS-0001,109846,Hoodie,23.0,1
2016/12/20,8,HTS-0001,61ampg,Hoodie,23.0,1
2014/10/16,13,HTS-0001,576681,Black T-Shirt F,17.5,1
2015/05/04,7,HTS-0004,846287,Black T-Shirt M,19.0,3
2016/09/02,7,HTS-0002,au4ahl,Black T-Shirt M,19.0,2
2016/08/22,11,HTS-0003,656493,Hoodie,23.0,3
2016/09/01,8,HTS-0002,vknmol,White T-Shirt M,20.0,2
2015/03/02,8,HTS-0003,408567,Hoodie,23.0,4
2013/12/29,21,HTS-0001,775897,Tennis Shirt,24.0,2
2014/12/10,13,HTS-0002,979616,Black T-Shirt M,19.0,1
2016/01/29,11,HTS-0005,328442,White T-Shirt M,20.0,6
2015/09/29,9,HTS-0001,sg7yon,Black T-Shirt M,19.0,3
2017/03/26,16,HTS-0001,700163,Hoodie,23.0,1
2013/10/23,6,HTS-0001,188424,Bl Tshirt M,19.0,1
2016/07/05,10,HTS-0002,xmf4jn,Black T-Shirt F,17.5,1
2014/09/27,13,HTS-0001,577114,White T-Shirt F,18.0,1
2015/12/01,5,HTS-0007,002241,Hoodie,23.0,6
2013/10/16,10,HTS-0001,231186,Bl Tshirt F,17.5,1
2016/03/18,10,HTS-0002,926099,White T-Shirt F,18.0,1
2015/05/06,4,HTS-0003,590550,White T-Shirt F,18.0,2
2016/04/13,13,HTS-0001,316362,Hoodie,23.0,1
2015/07/21,9,HTS-0003,967439,Hoodie,23.0,2
2016/12/12,8,HTS-0003,nda3tw,White T-Shirt F,18.0,5
2016/12/04,9,HTS-0004,296000,Black T-Shirt F,17.5,2
2015/10/11,6,HTS-0001,z3dnd2,Hoodie,23.0,1
2016/12/16,14,HTS-0004,113513,White T-Shirt M,20.0,1
2016/03/27,14,HTS-0003,482457,Black T-Shirt F,17.5,3
2014/01/23,7,HTS-0001,899647,White T-Shirt M,20.0,1
2014/06/20,5,HTS-0001,036173,White T-Shirt F,18.0,1
2015/11/03,11,HTS-0001,668154,Hoodie,23.0,1
2016/08/28,4,HTS-0003,106195,Hoodie,23.0,3
2016/01/03,12,HTS-0003,969569,Hoodie,23.0,1
2014/10/28,11,HTS-0001,189700,Hoodie,23.0,3
2013/10/07,19,HTS-0001,889799,Bl Tshirt F,17.5,1
2016/05/07,6,HTS-0002,i4dj2t,Black T-Shirt M,19.0,2
2017/03/29,12,HTS-0001,ur31nr,Black T-Shirt M,19.0,1
2016/07/12,7,HTS-0005,553965,Hoodie,23.0,1
2014/12/16,15,HTS-0001,565064,White T-Shirt F,18.0,3
2016/02/28,10,HTS-0005,993625,White T-Shirt M,20.0,4
2015/12/12,3,HTS-0006,785314,Black T-Shirt M,19.0,3
2016/12/10,11,HTS-0001,614918,Hoodie,23.0,1
2017/02/19,10,HTS-0004,e0s4yk,White T-Shirt F,18.0,1
2015/10/26,8,HTS-0001,sa20gn,White T-Shirt M,20.0,1
2015/06/15,7,HTS-0002,550995,White T-Shirt M,20.0,3
2015/12/28,15,HTS-0003,982148,Black T-Shirt F,17.5,3
2014/01/23,15,HTS-0002,400644,White T-Shirt M,20.0,1
2016/02/05,13,HTS-0002,832331,Black T-Shirt F,17.5,1
2015/12/09,12,HTS-0001,x7xmfc,White T-Shirt F,18.0,5
2015/02/03,14,HTS-0001,183108,White T-Shirt F,18.0,18
2016/11/20,9,HTS-0002,185272,Hoodie,23.0,2
2013/11/19,14,HTS-0001,296383,Wh Tshirt M,20.0,1
2015/07/01,15,HTS-0002,138384,White T-Shirt M,20.0,24
2015/08/07,8,HTS-0001,4409di,Black T-Shirt M,19.0,2
2016/09/04,10,HTS-0002,z5nvb9,Hoodie,23.0,2
2016/08/01,10,HTS-0002,bnjizg,Tennis Shirt,24.0,1
2016/07/20,14,HTS-0002,5kh2fm,Hoodie,23.0,19
2016/11/26,6,HTS-0003,574367,White T-Shirt M,20.0,3
2015/05/19,7,HTS-0001,387459,Black T-Shirt F,17.5,1
2017/01/31,7,HTS-0001,xam34d,Hoodie,23.0,1
2016/07/29,7,HTS-0001,99xktg,Black T-Shirt M,19.0,1
2015/09/02,9,HTS-0004,161045,White T-Shirt F,18.0,5
2015/12/05,11,HTS-0003,074562,Black T-Shirt F,17.5,4
2014/12/10,12,HTS-0001,514848,Tennis Shirt,24.0,1
2016/05/21,12,HTS-0002,32wzc5,Black T-Shirt M,19.0,3
2013/08/12,12,HTS-0001,470617,Hoodie,23.0,1
2014/06/08,15,HTS-0001,405084,White T-Shirt M,20.0,3
2014/10/29,8,HTS-0001,091369,Tennis Shirt,24.0,3
2015/09/05,7,HTS-0003,094871,Black T-Shirt F,17.5,2
2016/08/31,12,HTS-0002,7yx927,Black T-Shirt F,17.5,17
2015/07/01,15,HTS-0001,365499,Tennis Shirt,24.0,5
2014/01/16,10,HTS-0001,099000,White T-Shirt M,20.0,1
2016/11/05,6,HTS-0003,049054,Hoodie,23.0,3
2016/04/12,9,HTS-0003,963774,White T-Shirt F,18.0,3
2015/03/31,16,HTS-0003,125677,Hoodie,23.0,1
2014/08/02,8,HTS-0002,302142,Black T-Shirt M,19.0,3
2015/04/15,7,HTS-0002,758412,White T-Shirt F,18.0,19
2017/03/19,8,HTS-0007,001492,White T-Shirt F,18.0,3
2015/10/26,11,HTS-0001,729897,Hoodie,23.0,1
2013/08/08,9,HTS-0001,948564,Bl Tshirt M,19.0,4
2016/09/16,13,HTS-0001,irbatn,White T-Shirt M,20.0,1
2013/09/22,10,HTS-0001,968912,Hoodie,23.0,1
2015/07/11,6,HTS-0003,243048,White T-Shirt M,20.0,1
2015/01/24,15,HTS-0003,980721,White T-Shirt M,20.0,3
2016/06/03,11,HTS-0003,669290,White T-Shirt F,18.0,3
2017/03/20,9,HTS-0005,546424,Hoodie,23.0,1
2015/12/10,15,HTS-0002,303429,Black T-Shirt F,17.5,2
2017/01/06,11,HTS-0001,373rr5,Hoodie,23.0,1
2015/08/03,15,HTS-0001,rabtsr,Hoodie,23.0,1
2014/11/07,15,HTS-0001,728144,Tennis Shirt,24.0,2
2015/12/04,16,HTS-0001,d1pk4t,White T-Shirt F,18.0,1
2015/10/15,10,HTS-0004,266397,White T-Shirt F,18.0,1
2013/12/27,16,HTS-0003,272461,Bl Tshirt M,19.0,5
2016/06/19,3,HTS-0011,272461,White T-Shirt M,20.0,1
2014/09/11,5,HTS-0001,857260,White T-Shirt F,18.0,2
2013/09/03,6,HTS-0001,654682,Hoodie,23.0,1
2014/08/29,10,HTS-0001,238834,Tennis Shirt,24.0,2
2014/04/28,16,HTS-0002,667854,White T-Shirt M,20.0,3
2015/08/07,19,HTS-0001,xjjbhx,Black T-Shirt F,17.5,1
2015/06/11,14,HTS-0001,8lfx31,Black T-Shirt F,17.5,1
2016/06/16,9,HTS-0001,rbk38v,Tennis Shirt,24.0,2
2014/10/19,12,HTS-0001,340522,Hoodie,23.0,1
2013/06/16,14,HTS-0001,595899,Tennis Shirt,24.0,2
2016/09/22,12,HTS-0001,rhl4u6,White T-Shirt M,20.0,1
2017/04/13,5,HTS-0003,986277,Black T-Shirt F,17.5,18
2015/12/07,8,HTS-0003,150566,Hoodie,23.0,1
2016/06/18,11,HTS-0002,429635,White T-Shirt M,20.0,1
2015/06/21,8,HTS-0002,802446,White T-Shirt M,20.0,1
2014/12/01,12,HTS-0001,996467,White T-Shirt M,20.0,1
2015/01/22,8,HTS-0003,143654,Hoodie,23.0,3
2014/12/12,9,HTS-0001,900951,White T-Shirt M,20.0,14
2016/12/15,20,HTS-0001,fglhuo,Black T-Shirt M,19.0,3
2016/04/30,9,HTS-0002,wjkcgg,Hoodie,23.0,2
2015/01/30,14,HTS-0002,965837,White T-Shirt M,20.0,1
2015/08/03,19,HTS-0001,n7ikkd,Hoodie,23.0,3
2014/07/02,14,HTS-0002,557049,Hoodie,23.0,1
2016/12/29,8,HTS-0005,084058,Black T-Shirt F,17.5,3
2016/04/12,10,HTS-0003,521488,White T-Shirt M,20.0,3
2013/11/20,10,HTS-0001,523307,Wh Tshirt F,18.0,2
2015/08/28,14,HTS-0001,409181,Hoodie,23.0,1
2017/04/01,10,HTS-0003,vskl4p,Black T-Shirt F,17.5,2
2016/12/19,9,HTS-0001,cai6tz,Black T-Shirt M,19.0,1
2016/06/05,14,HTS-0002,j77wm6,Black T-Shirt M,19.0,3
2016/04/02,11,HTS-0005,592447,Black T-Shirt F,17.5,2
2015/09/15,10,HTS-0001,897116,White T-Shirt M,20.0,1
2017/02/27,9,HTS-0004,236637,Hoodie,23.0,26
2014/12/17,11,HTS-0002,445130,Black T-Shirt M,19.0,3
2016/11/28,11,HTS-0003,282311,Hoodie,23.0,1
2016/07/13,6,HTS-0006,545229,White T-Shirt F,18.0,2
2015/12/19,7,HTS-0004,377019,Black T-Shirt M,19.0,1
2014/10/02,10,HTS-0003,225379,White T-Shirt M,20.0,1
2016/11/02,9,HTS-0001,547028,White T-Shirt M,20.0,1
2015/10/01,9,HTS-0001,i01y22,White T-Shirt F,18.0,4
2016/11/05,11,HTS-0002,674823,Black T-Shirt M,19.0,1
2014/09/23,13,HTS-0001,167579,White T-Shirt F,18.0,3
2016/03/12,11,HTS-0002,001571,White T-Shirt M,20.0,1
2014/09/27,9,HTS-0002,942883,Black T-Shirt M,19.0,1
2016/05/14,7,HTS-0006,464983,Hoodie,23.0,2
2016/02/14,17,HTS-0001,qevwxr,Hoodie,23.0,3
2014/07/15,16,HTS-0001,962191,White T-Shirt M,20.0,2
2016/03/21,13,HTS-0002,xv6wv0,White T-Shirt M,20.0,1
2015/09/12,12,HTS-0002,563540,White T-Shirt M,20.0,1
2016/01/09,9,HTS-0003,184806,White T-Shirt F,18.0,2
2017/01/26,8,HTS-0006,958620,Black T-Shirt M,19.0,2
2014/11/08,8,HTS-0001,734249,Hoodie,23.0,1
2016/11/29,8,HTS-0005,850386,White T-Shirt F,18.0,2
2016/06/27,14,HTS-0001,984383,Black T-Shirt M,19.0,1
2016/01/29,11,HTS-0004,320470,Hoodie,23.0,1
2014/08/26,9,HTS-0001,447714,Black T-Shirt M,19.0,1
2016/12/13,8,HTS-0001,6c58dq,Black T-Shirt F,17.5,2
2015/12/04,10,HTS-0002,370405,Tennis Shirt,24.0,1
2016/02/01,6,HTS-0004,892604,Tennis Shirt,24.0,2
2015/12/11,11,HTS-0002,062489,Hoodie,23.0,1
2015/11/19,6,HTS-0002,940796,Hoodie,23.0,2
2016/11/22,9,HTS-0004,159627,Tennis Shirt,24.0,2
2016/12/22,12,HTS-0004,eepb6a,Black T-Shirt F,17.5,2
2015/05/12,8,HTS-0002,559796,White T-Shirt M,20.0,1
2015/09/12,6,HTS-0001,m9ffjt,White T-Shirt M,20.0,1
2014/02/01,13,HTS-0002,945424,Hoodie,23.0,1
2015/04/04,10,HTS-0002,311613,Hoodie,23.0,1
2017/01/10,18,HTS-0001,wfvtr9,Tennis Shirt,24.0,1
2015/12/02,12,HTS-0001,815435,Black T-Shirt M,19.0,3
2015/08/18,7,HTS-0003,200096,Tennis Shirt,24.0,3
2015/01/25,9,HTS-0002,346630,White T-Shirt F,18.0,3
2016/05/06,11,HTS-0001,521301,Hoodie,23.0,1
2016/04/07,8,HTS-0003,547731,Hoodie,23.0,2
2014/11/27,9,HTS-0003,782869,White T-Shirt F,18.0,1
2016/01/28,13,HTS-0001,l9p38x,Black T-Shirt M,19.0,17
2015/08/04,10,HTS-0002,664470,Hoodie,23.0,1
2014/09/16,15,HTS-0001,966263,White T-Shirt M,20.0,1
2015/01/31,6,HTS-0003,729365,Black T-Shirt F,17.5,1
2016/12/27,8,HTS-0003,714771,White T-Shirt F,18.0,4
2016/11/30,9,HTS-0003,8ot31k,Black T-Shirt F,17.5,1
2014/06/19,15,HTS-0001,012173,Hoodie,23.0,2
2016/03/30,17,HTS-0002,395609,Black T-Shirt M,19.0,3
2015/11/04,6,HTS-0003,441011,Hoodie,23.0,1
2015/04/07,10,HTS-0003,416330,White T-Shirt F,18.0,19
2017/02/10,16,HTS-0003,b271wl,Tennis Shirt,24.0,2
2015/09/16,12,HTS-0001,t0cquk,White T-Shirt M,20.0,6
2017/01/24,8,HTS-0004,617253,Hoodie,23.0,3
2016/05/01,13,HTS-0002,305945,Hoodie,23.0,1
2015/11/13,4,HTS-0002,198684,White T-Shirt M,20.0,16
2015/08/06,15,HTS-0001,xc0qjb,White T-Shirt M,20.0,3
2016/12/01,6,HTS-0004,241494,Hoodie,23.0,3
2014/08/26,7,HTS-0003,405259,Hoodie,23.0,1
2017/03/08,9,HTS-0006,443970,White T-Shirt M,20.0,14
2015/11/09,13,HTS-0001,fnfbgj,Hoodie,23.0,20
2015/03/04,15,HTS-0002,634672,Black T-Shirt F,17.5,1
2016/10/21,7,HTS-0004,846273,Black T-Shirt M,19.0,1
2017/03/08,8,HTS-0004,033538,Hoodie,23.0,2
2014/08/21,13,HTS-0002,141793,Black T-Shirt M,19.0,2
2014/01/06,16,HTS-0002,524756,White T-Shirt M,20.0,2
2014/07/18,9,HTS-0001,587058,Black T-Shirt M,19.0,2
2015/11/07,3,HTS-0006,078146,Black T-Shirt M,19.0,1
2015/12/04,11,HTS-0001,734381,Hoodie,23.0,2
2017/03/18,8,HTS-0002,832634,Hoodie,23.0,1
2013/12/16,12,HTS-0001,124690,Wh Tshirt F,18.0,3
2015/07/16,12,HTS-0002,736759,White T-Shirt F,18.0,1
2013/11/09,18,HTS-0001,803421,Bl Tshirt M,19.0,1
2013/09/08,21,HTS-0001,245608,Hoodie,23.0,1
2014/08/09,12,HTS-0001,215171,White T-Shirt M,20.0,5
2016/06/16,13,HTS-0003,705552,Tennis Shirt,24.0,16
2016/01/08,16,HTS-0001,191981,Black T-Shirt F,17.5,1
2015/07/26,8,HTS-0003,700899,White T-Shirt F,18.0,1
2015/08/31,11,HTS-0001,cr0k04,White T-Shirt F,18.0,1
2014/06/27,9,HTS-0001,073062,White T-Shirt M,20.0,3
2016/02/04,4,HTS-0002,971703,White T-Shirt M,20.0,1
2015/09/09,8,HTS-0001,497696,Black T-Shirt M,19.0,1
2013/11/20,8,HTS-0001,108833,Wh Tshirt M,20.0,2
2014/10/03,12,HTS-0001,130652,Black T-Shirt M,19.0,2
2017/02/02,14,HTS-0001,rrheye,White T-Shirt F,18.0,2
2014/08/09,12,HTS-0001,265377,White T-Shirt F,18.0,1
2016/06/09,13,HTS-0002,kp0pj4,Black T-Shirt M,19.0,2
2015/05/30,12,HTS-0001,707526,White T-Shirt M,20.0,1
2014/11/09,12,HTS-0001,536798,Hoodie,23.0,1
2014/12/03,13,HTS-0002,780603,White T-Shirt M,20.0,5
2016/04/24,8,HTS-0003,803685,Hoodie,23.0,4
2017/03/22,7,HTS-0004,884377,Black T-Shirt M,19.0,2
2014/05/19,8,HTS-0002,904960,Black T-Shirt F,17.5,1
2016/01/30,16,HTS-0001,e4ubo6,White T-Shirt F,18.0,1
2014/07/20,8,HTS-0003,635725,Hoodie,23.0,7
2015/03/06,14,HTS-0002,691126,Black T-Shirt F,17.5,6
2014/12/19,12,HTS-0002,780851,White T-Shirt F,18.0,3
2015/07/18,8,HTS-0002,920102,Black T-Shirt F,17.5,3
2015/11/26,15,HTS-0001,vn1kkw,White T-Shirt M,20.0,1
2013/10/17,10,HTS-0001,069987,Bl Tshirt M,19.0,2
2017/03/06,4,HTS-0004,109576,Hoodie,23.0,2
2013/11/04,6,HTS-0001,137017,Bl Tshirt M,19.0,1
2015/08/07,9,HTS-0001,f66zu6,White T-Shirt M,20.0,1
2013/12/30,10,HTS-0002,579476,Bl Tshirt F,17.5,1
2016/06/17,10,HTS-0003,708408,Tennis Shirt,24.0,4
2016/11/21,8,HTS-0001,351028,Black T-Shirt M,19.0,1
2016/10/26,10,HTS-0002,ialpvk,White T-Shirt F,18.0,1
2015/05/14,3,HTS-0002,422243,White T-Shirt M,20.0,2
2015/04/27,6,HTS-0002,049290,Tennis Shirt,24.0,3
2016/10/04,12,HTS-0004,819787,Hoodie,23.0,3
2017/02/10,11,HTS-0003,458814,White T-Shirt F,18.0,2
2015/05/23,10,HTS-0004,881308,White T-Shirt F,18.0,3
2015/12/20,10,HTS-0001,ivdbgf,Tennis Shirt,24.0,2
2015/11/14,11,HTS-0001,6aemfg,Black T-Shirt M,19.0,2
2015/10/14,16,HTS-0001,s6ja2x,White T-Shirt F,18.0,1
2015/01/02,14,HTS-0001,208951,Black T-Shirt M,19.0,3
2015/11/22,9,HTS-0002,714399,Black T-Shirt F,17.5,3
2014/12/20,9,HTS-0002,107709,Hoodie,23.0,12
2015/02/09,8,HTS-0003,810880,Black T-Shirt M,19.0,6
2016/02/23,15,HTS-0002,220154,White T-Shirt F,18.0,1
2016/06/09,8,HTS-0004,490421,Black T-Shirt M,19.0,18
2016/07/21,5,HTS-0002,4472jp,Black T-Shirt M,19.0,18
2014/11/11,6,HTS-0006,364601,Black T-Shirt M,19.0,4
2014/12/10,17,HTS-0001,353471,White T-Shirt M,20.0,1
2014/06/11,13,HTS-0002,060326,Tennis Shirt,24.0,1
2016/05/19,21,HTS-0002,8377jx,White T-Shirt M,20.0,3
2014/08/11,10,HTS-0002,488320,White T-Shirt M,20.0,2
2015/09/06,10,HTS-0004,850383,White T-Shirt F,18.0,3
2017/04/06,9,HTS-0006,046330,White T-Shirt F,18.0,1
2015/11/07,7,HTS-0004,188339,Tennis Shirt,24.0,2
2017/03/05,16,HTS-0005,550340,Tennis Shirt,24.0,7
2015/09/26,11,HTS-0002,860607,White T-Shirt M,20.0,2
2016/12/19,8,HTS-0001,zvsshx,Black T-Shirt F,17.5,1
2014/08/27,9,HTS-0002,546045,Hoodie,23.0,3
2016/11/25,7,HTS-0001,229712,White T-Shirt M,20.0,1
2016/04/11,7,HTS-0003,764029,Hoodie,23.0,2
2017/02/06,7,HTS-0003,kasden,White T-Shirt M,20.0,2
2017/04/08,12,HTS-0004,457295,Black T-Shirt F,17.5,3
2016/02/20,19,HTS-0002,sqk7m2,Black T-Shirt M,19.0,1
2016/09/27,9,HTS-0002,3y0ikc,White T-Shirt F,18.0,1
2015/01/18,16,HTS-0001,960814,White T-Shirt M,20.0,1
2017/03/24,10,HTS-0001,467226,Tennis Shirt,24.0,1
2015/11/26,17,HTS-0002,562092,White T-Shirt F,18.0,15
2016/05/27,7,HTS-0003,083197,White T-Shirt F,18.0,4
2013/06/30,20,HTS-0001,215417,Hoodie,23.0,1
2015/05/03,16,HTS-0002,327653,Black T-Shirt M,19.0,1
2016/07/02,12,HTS-0002,8erzsc,White T-Shirt M,20.0,2
2016/08/09,12,HTS-0001,985992,Black T-Shirt F,17.5,1
2016/10/24,14,HTS-0001,350097,White T-Shirt F,18.0,1
2016/06/16,5,HTS-0002,5hex1k,Hoodie,23.0,3
2016/12/15,14,HTS-0001,937485,Tennis Shirt,24.0,1
2015/10/20,12,HTS-0002,410994,Black T-Shirt M,19.0,4
2013/09/17,20,HTS-0001,351644,Wh Tshirt M,20.0,1
2013/11/26,11,HTS-0001,354458,Wh Tshirt F,18.0,1
2017/03/20,9,HTS-0005,694300,Black T-Shirt F,17.5,2
2014/02/02,3,HTS-0002,710110,Black T-Shirt M,19.0,1
